%time,field
1416504215297578031,163
1416504215318261875,163
1416504215342892969,164
1416504215363400947,164
1416504215388196265,163
1416504215408805318,164
1416504215429316610,165
1416504215453651209,168
1416504215474382840,163
1416504215494834822,164
1416504215518841578,164
1416504215539758750,164
1416504215563829121,164
1416504215584870788,163
1416504215605411567,164
1416504215629468095,165
1416504215651138804,162
1416504215671000820,164
1416504215695438502,163
1416504215715552814,164
1416504215740485684,163
1416504215761124554,165
1416504215781290789,166
1416504215805737477,164
1416504215826200501,163
1416504215847044968,164
1416504215871651426,161
1416504215892204196,164
1416504215916674939,165
1416504215937328448,163
1416504215957658373,165
1416504215981723998,165
1416504216002556036,163
1416504216027075013,164
1416504216048056695,163
1416504216068177025,166
1416504216092167549,165
1416504216113288208,170
1416504216133408223,152
1416504216158205771,164
1416504216178718711,165
1416504216203306288,164
1416504216223752638,163
1416504216244514783,165
1416504216268468980,167
1416504216288845892,167
1416504216309651049,163
1416504216334388521,164
1416504216354482026,164
1416504216379368240,164
1416504216399847670,163
1416504216420335783,164
1416504216444716492,163
1416504216465854764,164
1416504216486092812,164
1416504216510633868,163
1416504216530463750,165
1416504216555353623,164
1416504216576034730,168
1416504216596650918,164
1416504216620872011,170
1416504216642158113,163
1416504216665698262,163
1416504216686510691,164
1416504216708244021,164
1416504216731397313,164
1416504216752219620,163
1416504216773606224,165
1416504216797204545,166
1416504216818181472,164
1416504216842230439,163
1416504216862414083,165
1416504216883783739,164
1416504216907189314,164
1416504216927776808,166
1416504216952749107,165
1416504216973239311,165
1416504216994519118,163
1416504217017860287,168
1416504217038367674,165
1416504217063291679,165
1416504217083533986,164
1416504217104658712,163
1416504217129367785,165
1416504217149464903,163
1416504217169588642,163
1416504217194370774,164
1416504217214993679,165
1416504217239462517,165
1416504217259643345,163
1416504217280133930,171
1416504217305067947,162
1416504217325178165,164
1416504217349560945,164
1416504217370683359,164
1416504217391269570,162
1416504217415086837,164
1416504217436163585,161
1416504217456774542,168
1416504217481220258,163
1416504217501682649,163
1416504217526187844,164
1416504217546620914,165
1416504217567094345,160
1416504217591696495,165
1416504217612245878,164
1416504217632405879,164
1416504217657303864,163
1416504217677386474,164
1416504217702251570,163
1416504217722465277,163
1416504217743447516,165
1416504217767750955,164
1416504217787873415,165
1416504217809138429,163
1416504217833713594,165
1416504217853603382,163
1416504217878368281,164
1416504217898769167,164
1416504217919516619,164
1416504217943939904,164
1416504217964575858,158
1416504217988961803,164
1416504218009749391,163
1416504218030062478,161
1416504218054438371,164
1416504218074727950,165
1416504218095650524,164
1416504218119743926,165
1416504218140670955,159
1416504218164770055,163
1416504218186699144,161
1416504218205788639,168
1416504218230576981,165
1416504218250984729,164
1416504218271722869,164
1416504218296182592,165
1416504218316753022,167
1416504218341115594,164
1416504218361523662,168
1416504218382382897,164
1416504218406085048,166
1416504218427224560,164
1416504218447209793,168
1416504218472313549,164
1416504218492892530,164
1416504218516933844,164
1416504218538170173,164
1416504218558425740,163
1416504218582945975,167
1416504218603208069,164
1416504218627904892,168
1416504218648492291,166
1416504218670042472,164
1416504218693467815,165
1416504218713711561,165
1416504218735574339,164
1416504218758960349,164
1416504218779506845,163
1416504218804159445,162
1416504218824562416,163
1416504218845264961,165
1416504218869880837,163
1416504218889842648,165
1416504218914112959,164
1416504218935130982,164
1416504218955719128,168
1416504218980193418,162
1416504219000735229,163
1416504219025305211,163
1416504219045302924,164
1416504219066778661,164
1416504219090686212,164
1416504219111234718,168
1416504219131756794,165
1416504219156235530,162
1416504219176642320,161
1416504219201321610,164
1416504219221704786,166
1416504219242507889,164
1416504219266680957,165
1416504219286861218,168
1416504219311828626,163
1416504219332081342,163
1416504219352491529,163
1416504219377813671,163
1416504219397927066,164
1416504219418847870,164
1416504219442755988,165
1416504219463055014,165
1416504219487461225,164
1416504219508511738,165
1416504219529502421,163
1416504219553738437,164
1416504219574063501,164
1416504219594631341,166
1416504219618960803,166
1416504219639302105,162
1416504219664059096,165
1416504219684635871,164
1416504219704782491,163
1416504219729482814,164
1416504219750157506,164
1416504219770405295,163
1416504219794828194,169
1416504219815249206,160
1416504219839915577,163
1416504219860762484,163
1416504219881794811,164
1416504219905818526,165
1416504219926045829,164
1416504219950841603,163
1416504219971028755,163
1416504219991498367,165
1416504220015988554,164
1416504220036956234,164
1416504220058734010,166
1416504220082275758,164
1416504220102071413,164
1416504220126556543,169
1416504220147044855,164
1416504220167982139,163
1416504220192025864,164
1416504220212647416,164
1416504220233329099,164
1416504220258218504,164
1416504220278530640,164
1416504220302563696,166
1416504220323480401,163
1416504220344376845,164
1416504220368706298,164
1416504220389049172,164
1416504220410351586,165
1416504220433768517,164
1416504220454608698,165
1416504220479106878,165
1416504220499206056,164
1416504220519845843,164
1416504220544760126,164
1416504220565244231,165
1416504220589756322,167
1416504220610568570,164
1416504220631210017,167
1416504220655309072,164
1416504220675775202,165
1416504220696442577,164
1416504220721555078,164
1416504220741348022,165
1416504220765725684,163
1416504220786356516,165
1416504220807594650,161
1416504220831363386,164
1416504220851714625,163
1416504220876341993,166
1416504220897143457,164
1416504220917156665,165
1416504220941470236,165
1416504220962470140,168
1416504220986977150,162
1416504221007476324,165
1416504221028050157,163
1416504221052063684,163
1416504221073150925,164
1416504221093632384,165
1416504221118039858,165
1416504221138216828,162
1416504221162774938,164
1416504221183107665,162
1416504221203938230,163
1416504221228323383,166
1416504221248910577,164
1416504221273337425,164
1416504221294253358,165
1416504221314759363,162
1416504221338897472,166
1416504221359688347,163
1416504221379949893,161
1416504221404833185,163
1416504221425042612,162
1416504221450187121,165
1416504221470287823,170
1416504221490396227,162
1416504221515253820,165
1416504221535904032,165
1416504221556466510,163
1416504221580926496,165
1416504221601802968,162
1416504221626376980,170
1416504221646473450,162
1416504221666868112,163
1416504221691427355,165
1416504221711610874,164
1416504221732285911,165
1416504221757043228,164
1416504221777880283,163
1416504221802122593,168
1416504221822559877,164
1416504221842879168,161
1416504221867163423,165
1416504221888056896,163
1416504221908536160,164
1416504221933137158,163
1416504221954505581,164
1416504221977746432,164
1416504221998701338,164
1416504222019254836,164
1416504222043725899,164
1416504222064254545,164
1416504222088681774,165
1416504222108936634,164
1416504222129500510,164
1416504222154808901,162
1416504222174490803,162
1416504222195146602,164
1416504222219838034,164
1416504222240440397,166
1416504222264879909,164
1416504222285334793,164
1416504222306087351,169
1416504222330455932,165
1416504222350945520,164
1416504222371218461,163
1416504222395817489,165
1416504222415963643,164
1416504222440498055,169
1416504222461419832,169
1416504222483063148,163
1416504222506005528,164
1416504222526703823,165
1416504222547864902,163
1416504222572214761,164
1416504222593458998,162
1416504222617229724,163
1416504222637656474,165
1416504222658508503,163
1416504222682540521,164
1416504222703327147,164
1416504222727273611,164
1416504222747693857,164
1416504222769312668,164
1416504222793291470,171
1416504222813703357,164
1416504222834620072,163
1416504222858712087,164
1416504222879232427,164
1416504222903635018,162
1416504222923622296,163
1416504222948755369,163
1416504222970202566,168
1416504222989434008,162
1416504223013782965,164
1416504223034756538,163
1416504223054994125,165
1416504223079934416,167
1416504223100443833,164
1416504223125031992,165
1416504223145124632,160
1416504223165660663,165
1416504223190421142,164
1416504223210480539,165
1416504223231047131,164
1416504223255992750,165
1416504223276661964,159
1416504223300594317,169
1416504223322109413,160
1416504223342154814,165
1416504223366555572,163
1416504223387100906,167
1416504223411575432,165
1416504223431602753,165
1416504223452627728,164
1416504223477119042,161
1416504223497338748,164
1416504223517898023,163
1416504223542802147,164
1416504223563276741,164
1416504223587692399,164
