%time,field
1416504063754266003,246
1416504063778865584,246
1416504063799307243,246
1416504063823787682,244
1416504063844532793,249
1416504063864839306,244
1416504063889707128,244
1416504063909861927,245
1416504063934214852,246
1416504063955564082,246
1416504063975687706,245
1416504064000368289,247
1416504064020879395,243
1416504064041118410,246
1416504064065386453,247
1416504064085963814,245
1416504064110553020,246
1416504064130988440,245
1416504064151999338,244
1416504064176620046,250
1416504064196854530,243
1416504064217625600,242
1416504064241696427,246
1416504064262551542,245
1416504064286993294,245
1416504064307637918,245
1416504064328208874,247
1416504064352262436,240
1416504064372940847,247
1416504064393285045,245
1416504064418272668,246
1416504064438308868,245
1416504064463171344,246
1416504064483887960,247
1416504064504416817,251
1416504064528740516,245
1416504064549023340,245
1416504064569869004,246
1416504064594286055,246
1416504064615026010,246
1416504064638905949,245
1416504064659704712,246
1416504064680067787,241
1416504064704464096,245
1416504064725320089,244
1416504064749847495,245
1416504064770628602,245
1416504064790475083,245
1416504064814955011,245
1416504064835753036,249
1416504064856513729,246
1416504064880934819,245
1416504064901464487,245
1416504064926033492,245
1416504064947135162,242
1416504064968028824,245
1416504064991099450,244
1416504065011936815,248
1416504065033068718,244
1416504065056769536,246
1416504065077093608,246
1416504065102166700,246
1416504065122278186,245
1416504065143969451,246
1416504065167625167,252
1416504065188074052,246
1416504065209505709,244
1416504065232782486,246
1416504065253575081,245
1416504065277756780,245
1416504065299206048,249
1416504065322821620,244
1416504065343750422,247
1416504065364086056,243
1416504065388666261,246
1416504065409272679,246
1416504065433804539,245
1416504065454174686,245
1416504065476606624,245
1416504065499529865,245
1416504065519879371,248
1416504065540426674,246
1416504065564960720,245
1416504065585128744,246
1416504065609445748,245
1416504065629873570,247
1416504065650654613,246
1416504065675697938,246
1416504065695626559,244
1416504065716637989,241
1416504065740899497,245
1416504065761552710,245
1416504065786182371,245
1416504065806076010,246
1416504065827286747,245
1416504065851688891,250
1416504065871739602,246
1416504065892513849,246
1416504065916910138,245
1416504065937672378,245
1416504065962275004,246
1416504065982675365,245
1416504066003287645,246
1416504066027642720,245
1416504066048249167,244
1416504066072823319,245
