%time,field
1416504479124086175,127
1416504479144263189,128
1416504479164721556,129
1416504479189691795,128
1416504479210240737,129
1416504479234699683,131
1416504479254738218,127
1416504479277076419,127
1416504479300316187,127
1416504479320757625,127
1416504479342385407,128
1416504479365860539,129
1416504479386349334,128
1416504479411067121,131
1416504479431174167,127
1416504479452749018,127
1416504479476439994,129
1416504479496903467,129
1416504479521265999,127
1416504479541923142,128
1416504479566364016,127
1416504479586666570,131
1416504479607941527,125
1416504479632059099,128
1416504479652652462,127
1416504479673039502,128
1416504479697331163,128
1416504479717949383,128
1416504479742497851,132
1416504479763063135,126
1416504479784197408,127
1416504479808632865,129
1416504479828729898,128
1416504479848971178,128
1416504479873451001,132
1416504479893877165,126
1416504479918381183,132
1416504479939129792,126
1416504479959708802,127
1416504479984243715,125
1416504480004426112,127
1416504480024866227,129
1416504480049340778,128
1416504480070287231,129
1416504480095189010,124
1416504480115442402,130
1416504480135963271,128
1416504480160013575,134
1416504480180916033,129
1416504480205341097,128
1416504480225865077,128
1416504480246280647,131
1416504480270996009,126
1416504480291477919,127
1416504480312650248,126
1416504480336544675,128
1416504480356668448,128
1416504480381461260,130
1416504480402036998,129
1416504480422592921,131
1416504480447021818,128
1416504480467283981,127
1416504480488508513,127
1416504480512719235,128
1416504480532646149,128
1416504480557272699,128
1416504480577641063,131
1416504480599247407,127
1416504480623333150,126
1416504480643705031,129
1416504480664636525,128
1416504480688719759,128
1416504480709208414,128
1416504480733703056,128
1416504480754267428,124
1416504480774950874,127
1416504480799336965,127
1416504480819956477,127
1416504480844432987,128
1416504480864754043,128
1416504480885139470,129
1416504480909876576,132
1416504480930331805,129
1416504480951150039,127
1416504480975023481,123
1416504480995610010,123
1416504481020585532,129
1416504481040835540,128
1416504481061570461,128
1416504481085683874,128
1416504481106376061,130
1416504481127260083,126
1416504481151194535,129
1416504481172190585,129
1416504481196636882,128
1416504481216628802,129
1416504481238480525,132
1416504481262071780,128
1416504481282052034,128
1416504481304473428,129
1416504481327316197,128
1416504481348200484,130
1416504481372733718,128
1416504481392751335,131
1416504481414326918,128
1416504481438205982,127
1416504481458685275,128
1416504481483220579,128
1416504481503866557,128
1416504481525056870,127
1416504481548846304,128
1416504481569396434,133
1416504481593568971,127
1416504481614351582,127
1416504481634657439,127
1416504481659379540,127
1416504481680055640,127
1416504481704519808,128
1416504481724913217,128
1416504481745235967,126
1416504481769851151,127
1416504481790435173,128
1416504481811042026,127
1416504481835035757,128
1416504481855638030,128
