%time,field
1416504035719397548,268
1416504035740320667,268
1416504035761301999,271
1416504035785394730,268
1416504035806034407,268
1416504035830257809,266
1416504035851744601,270
1416504035871067139,268
1416504035895422796,268
1416504035916266080,268
1416504035940845273,267
1416504035961448007,267
1416504035981833689,267
1416504036006087540,268
1416504036027218509,268
1416504036047529393,269
1416504036071671352,269
1416504036092560249,272
1416504036116723100,266
1416504036137552323,268
1416504036157708466,268
1416504036182205127,269
1416504036203677722,272
1416504036223663568,269
1416504036247732329,269
1416504036268386641,270
1416504036292720934,267
1416504036313771753,268
1416504036333785487,269
1416504036358736848,269
1416504036379412533,270
1416504036403844873,269
1416504036424352436,271
1416504036444990956,273
1416504036469380795,269
1416504036489903277,268
1416504036510268463,269
1416504036534752109,268
1416504036555934261,268
1416504036579837914,268
1416504036600448335,270
1416504036620815385,267
1416504036645357223,269
1416504036665886861,265
1416504036686675115,269
1416504036711038800,269
1416504036731188814,270
1416504036756235551,269
1416504036776609904,273
1416504036796947691,271
1416504036821181431,269
1416504036841675328,268
1416504036862702674,271
1416504036887547083,268
1416504036907710281,268
1416504036931837105,272
1416504036952621149,267
1416504036973296963,268
1416504036997644101,269
1416504037018400057,268
1416504037043621925,270
1416504037063259887,269
1416504037083396491,267
1416504037107965400,270
1416504037128222101,268
1416504037149149957,268
1416504037173787597,268
1416504037194331147,269
1416504037219694402,265
1416504037239378965,268
1416504037259960090,271
1416504037284306871,266
1416504037304939318,267
1416504037325561571,270
1416504037349717875,268
1416504037370410478,269
1416504037394656015,264
1416504037415400365,274
1416504037437007593,270
1416504037460459047,268
1416504037481085565,268
1416504037502702276,270
1416504037526351878,270
1416504037546185314,268
1416504037571236071,270
1416504037591602339,268
1416504037612386038,266
1416504037636601863,267
1416504037656841038,267
1416504037678184449,268
1416504037702128468,269
1416504037724062363,269
1416504037747906696,269
1416504037767871510,269
1416504037791780214,267
1416504037812739260,269
1416504037833280915,268
1416504037857781831,270
1416504037878078276,268
1416504037902273274,268
1416504037923903054,268
1416504037943859228,263
1416504037968007295,268
1416504037989105025,267
1416504038009414334,270
1416504038033835745,268
1416504038054419681,269
1416504038078567076,268
1416504038099819336,270
1416504038119959532,267
1416504038144471964,269
1416504038165023722,267
1416504038185519338,269
1416504038209631839,269
1416504038230198451,270
1416504038254941801,268
1416504038275851566,272
1416504038296189665,268
1416504038320624035,267
1416504038341062226,270
1416504038361667115,268
1416504038385647741,269
1416504038406756156,268
1416504038431119580,269
1416504038451234168,267
1416504038472310901,267
1416504038496264171,273
1416504038516951566,269
1416504038541198757,270
1416504038561730761,268
1416504038582819371,270
1416504038607301519,270
1416504038627827404,270
1416504038648492218,268
1416504038672495651,269
1416504038693219465,267
1416504038717847522,269
1416504038738419389,269
1416504038758603312,267
1416504038782895355,267
1416504038803818976,268
1416504038824504668,268
1416504038848494896,268
1416504038869386364,270
1416504038893929966,269
1416504038914081248,269
1416504038935741507,271
1416504038959058631,267
1416504038979653707,268
1416504039000708656,268
1416504039024665008,267
1416504039045224238,266
1416504039069623899,269
1416504039091500324,269
1416504039111203289,265
1416504039135675555,267
1416504039155672061,265
1416504039180290302,268
1416504039201111967,270
1416504039221365063,269
1416504039246169337,268
1416504039267440555,269
1416504039287305437,268
1416504039311747956,268
1416504039331868627,268
1416504039356247146,268
1416504039377310302,268
1416504039399052759,269
1416504039421974276,267
1416504039442615672,269
1416504039467533874,267
1416504039487684052,268
1416504039508317516,269
1416504039532862230,269
1416504039552614579,268
1416504039574031914,266
1416504039598485897,274
1416504039619446421,269
1416504039639865198,267
1416504039664009621,269
1416504039684542045,270
1416504039708750629,267
1416504039729569362,270
1416504039753952436,267
1416504039774561379,271
1416504039795300602,266
1416504039819920116,273
1416504039839595499,268
1416504039864138701,269
1416504039885116459,270
1416504039905671465,269
1416504039930137802,272
1416504039950649896,272
1416504039971363345,268
1416504039996089376,268
1416504040016224849,270
1416504040040422194,267
1416504040061259635,269
1416504040081845234,265
1416504040106221398,273
1416504040126821170,264
1416504040147886216,267
1416504040171890377,268
1416504040192771722,269
1416504040216805708,271
1416504040237335107,269
1416504040257906921,270
1416504040282435525,270
1416504040303022688,265
1416504040323746391,270
1416504040347525657,268
1416504040368033846,268
1416504040393044998,269
1416504040413478814,268
1416504040433744364,269
1416504040458004840,272
1416504040478999787,267
1416504040503506306,269
1416504040523772482,269
1416504040544816561,269
1416504040569010451,268
1416504040589617825,266
1416504040610165534,272
1416504040634303909,266
1416504040655263777,268
1416504040679247045,269
1416504040699708308,267
1416504040720835250,269
1416504040744745893,271
1416504040765365725,271
1416504040786379771,269
1416504040810699231,262
1416504040831191326,269
1416504040855280231,269
1416504040876406586,269
1416504040896967429,268
1416504040921206554,269
1416504040941869313,273
1416504040962004252,268
1416504040986575442,269
1416504041007043101,269
1416504041031862280,266
1416504041051822199,269
1416504041072453596,270
1416504041097110754,269
1416504041117497547,272
1416504041141888168,267
1416504041164408411,266
1416504041183567925,269
1416504041208000857,268
1416504041228315859,269
1416504041249129871,270
1416504041273592641,273
1416504041294458315,267
1416504041318140606,269
1416504041339187877,268
1416504041360960547,268
1416504041383857012,270
1416504041404738828,265
1416504041425186766,275
1416504041449611244,271
1416504041469744524,267
1416504041494446731,270
1416504041515506626,270
1416504041536173164,270
1416504041560080540,270
1416504041580554137,267
1416504041602085575,269
1416504041625753605,266
1416504041646368258,267
1416504041670578340,265
1416504041691788966,268
1416504041715706711,268
1416504041735845150,268
1416504041756557600,269
1416504041781078877,271
1416504041801889226,268
1416504041826414507,267
1416504041846969403,270
1416504041867072700,268
1416504041892265999,270
1416504041912006279,267
1416504041932874289,269
1416504041957508998,267
1416504041978032863,270
1416504042002569545,268
1416504042022682780,267
1416504042043171916,270
1416504042067642132,269
1416504042088695467,267
1416504042108740537,270
1416504042133640788,270
1416504042154307466,267
1416504042179516567,270
1416504042199175041,270
1416504042219293132,272
1416504042243639593,269
1416504042264458942,270
1416504042285318503,272
1416504042309242366,267
1416504042330391533,269
1416504042354991519,268
1416504042375049353,268
1416504042395538239,268
1416504042420397797,269
1416504042440897773,271
1416504042465494872,266
1416504042485950903,267
1416504042507185398,268
1416504042530993950,269
1416504042551458351,264
1416504042572085430,270
1416504042596643706,268
1416504042616971852,272
1416504042641468999,267
1416504042661971727,270
1416504042682304338,268
1416504042707390651,268
1416504042727228922,269
1416504042748019537,268
1416504042772606633,270
1416504042793082680,270
1416504042817607344,269
1416504042838073909,268
1416504042859073608,266
1416504042883335011,269
1416504042903683634,270
1416504042924577573,267
