%time,field
1416504297161947969,131
1416504297186542244,132
1416504297207326715,131
1416504297227706789,132
1416504297252023438,131
1416504297273248597,135
1416504297297589861,131
1416504297317853446,131
1416504297338192216,132
1416504297362577576,133
1416504297382998292,131
1416504297403541992,132
1416504297428476350,135
1416504297449246157,135
1416504297473381480,131
1416504297493909199,132
1416504297514744895,132
1416504297538536524,134
1416504297559566010,132
1416504297580203252,131
1416504297604179724,135
1416504297625774586,129
1416504297649938403,132
1416504297670091433,131
1416504297691822989,132
1416504297715091197,131
1416504297735644960,131
1416504297756276564,133
1416504297780213407,132
1416504297800860867,131
1416504297825192274,132
1416504297845944378,132
1416504297870627794,132
1416504297890747765,132
1416504297911317908,134
1416504297936438439,137
1416504297956826287,130
1416504297981273937,132
1416504298001853313,132
1416504298021935462,131
1416504298046753406,131
1416504298067484706,132
1416504298087501909,131
1416504298112245239,136
1416504298132906437,130
1416504298157324197,133
1416504298177912498,132
1416504298198093176,132
1416504298222528653,131
1416504298243499276,132
1416504298263612496,136
1416504298288898986,132
1416504298308555396,129
1416504298333123183,130
1416504298353666487,131
1416504298374691147,131
1416504298398621365,133
1416504298419356533,139
1416504298439624870,138
1416504298465058093,130
1416504298485150476,130
1416504298509672775,136
1416504298530017544,131
1416504298550748293,132
1416504298575137290,132
1416504298595468784,132
1416504298620223510,131
1416504298640298107,131
1416504298661427274,132
1416504298685578923,132
1416504298706210452,131
1416504298726912165,132
1416504298751289356,130
1416504298771352054,132
1416504298795836865,133
1416504298817235713,131
1416504298837501313,132
1416504298861412397,132
1416504298881808811,131
1416504298902979103,132
1416504298926936633,137
1416504298947637118,130
1416504298972431374,131
1416504298992795397,132
1416504299013192905,133
1416504299037994638,132
1416504299058158412,131
1416504299078840396,133
1416504299103614470,132
1416504299123766122,132
1416504299148629629,131
1416504299170565945,131
1416504299189674668,131
1416504299214060493,132
1416504299234303302,132
1416504299259191390,137
1416504299279407102,130
1416504299300388213,131
1416504299324721844,132
1416504299344753625,131
1416504299366214518,133
1416504299390267048,132
1416504299410750812,133
1416504299435319812,128
1416504299455797066,132
1416504299476703468,130
1416504299500292082,131
1416504299521723323,131
1416504299542545013,132
1416504299566015714,136
1416504299586908350,132
1416504299611313299,132
1416504299631611197,131
1416504299653255185,134
1416504299676973031,132
1416504299697056313,133
1416504299718824227,130
1416504299742417546,132
1416504299762977328,135
1416504299787279729,132
1416504299808184647,132
1416504299832579347,134
1416504299853131471,132
1416504299873793319,131
1416504299897581480,131
1416504299918068221,130
1416504299943048964,132
1416504299963637967,131
1416504299983795331,131
1416504300008906149,130
1416504300029204438,133
1416504300049778923,132
1416504300074007026,132
1416504300094231487,137
1416504300119190230,130
1416504300139401612,132
1416504300160034269,132
1416504300185258178,132
1416504300204925177,131
1416504300226309707,133
1416504300250234081,132
1416504300270927781,134
1416504300295280226,130
1416504300315749382,131
1416504300336032857,131
1416504300361263617,131
1416504300380927228,132
1416504300402047334,132
1416504300426406443,133
1416504300446612604,130
1416504300471005820,132
1416504300491977971,131
1416504300512878129,129
1416504300537462789,134
1416504300557565315,131
1416504300582004190,132
1416504300602504737,133
1416504300622808704,131
1416504300648002485,132
1416504300667868569,131
1416504300688965488,132
1416504300713416566,136
1416504300733194656,133
1416504300757883643,132
1416504300778118633,131
1416504300798814579,130
1416504300823200739,134
1416504300843933854,131
1416504300864524981,132
1416504300890364335,132
1416504300909472401,132
1416504300934302183,136
1416504300954451985,134
1416504300974929280,132
1416504300999511816,132
1416504301019944153,132
1416504301041637749,131
1416504301065490075,131
1416504301085915437,137
1416504301110006760,131
1416504301130423738,131
1416504301151530879,130
1416504301175872714,132
1416504301196450763,131
1416504301217076143,132
1416504301241241032,132
1416504301262188597,135
1416504301286499818,132
1416504301306979353,130
1416504301327193742,133
1416504301352071677,132
1416504301372750102,130
1416504301397025738,132
1416504301418854675,131
1416504301438400386,130
1416504301462690055,132
1416504301483132918,132
1416504301505078688,131
1416504301528196681,132
1416504301548880474,127
1416504301572827028,132
1416504301593948167,136
1416504301614360138,131
1416504301638477731,132
1416504301659088012,132
1416504301681474988,129
1416504301704423020,133
1416504301724911365,133
1416504301749338298,132
1416504301770049032,131
1416504301791000636,129
1416504301814317820,133
1416504301835228832,130
1416504301859765053,133
