%time,field
1416504361262939100,135
1416504361283956469,135
1416504361308332441,135
1416504361328507411,136
1416504361349566874,136
1416504361373459632,137
1416504361394405388,135
1416504361418885322,130
1416504361439112209,135
1416504361459987245,136
1416504361484525174,135
1416504361504467446,135
1416504361525564551,136
1416504361550066754,133
1416504361570569792,139
1416504361594671934,135
1416504361615716780,134
1416504361636319218,136
1416504361660219949,137
1416504361681479586,138
1416504361701477069,135
1416504361725805749,136
1416504361746570976,140
1416504361771027156,135
1416504361792176985,134
1416504361812209265,135
1416504361836902792,135
1416504361857362136,134
1416504361881283935,136
1416504361902241038,137
1416504361922576640,137
1416504361947559433,134
1416504361967838819,137
1416504361988562468,135
1416504362013357073,136
1416504362033288846,133
1416504362057456306,135
1416504362078403010,137
1416504362098621829,135
1416504362123417066,136
1416504362144007743,135
1416504362164605882,139
1416504362189039179,136
1416504362209362515,142
1416504362234017900,135
1416504362254111090,135
1416504362274935506,134
1416504362299548195,134
1416504362320495825,135
1416504362340317960,136
1416504362365091083,136
1416504362385171599,138
1416504362409732876,139
1416504362430199291,134
1416504362450865709,136
1416504362475333359,136
1416504362495994476,137
1416504362520393546,135
1416504362540809336,138
1416504362561422874,135
1416504362585807201,135
1416504362606408316,136
1416504362627202990,133
1416504362651409273,136
1416504362672375776,133
1416504362696386922,136
1416504362716884492,135
1416504362739000009,137
1416504362762323462,133
1416504362782594865,136
1416504362803161582,135
1416504362827680253,138
1416504362849232413,137
1416504362873194313,135
1416504362893009297,143
1416504362917840972,139
1416504362938159747,136
1416504362959217362,135
1416504362983136274,136
1416504363003829502,136
1416504363024977412,136
1416504363049293278,136
1416504363069609894,137
1416504363094046183,135
1416504363114638719,135
1416504363134710595,135
1416504363159571887,136
1416504363180169289,135
1416504363204376680,136
1416504363225215764,135
1416504363246022369,138
1416504363270225033,135
1416504363290703958,135
1416504363311315491,137
1416504363336346603,137
1416504363356353949,135
1416504363380305054,135
1416504363401353903,138
1416504363421645778,133
1416504363446322667,136
1416504363466877367,135
1416504363487077364,137
1416504363511776292,136
1416504363532422681,135
1416504363556392272,137
1416504363577445041,144
1416504363598014710,135
