%time,field.ch1,field.ch2,field.ch3,field.ch4,field.ch5,field.ch6,field.ch7,field.ch8
1413813708418495166,112,95,92,122,152,197,215,226
1413813708520455918,27,92,171,120,153,183,202,214
1413813708623186580,118,132,143,150,167,183,198,209
1413813708725658666,112,82,79,149,172,185,197,207
1413813708827936522,106,102,141,109,155,174,189,200
1413813708930419608,110,86,140,117,154,172,186,197
1413813709032849768,107,91,177,113,147,166,182,194
1413813709135011817,34,151,137,87,158,301,258,238
1413813709237331437,121,99,109,142,161,231,238,235
1413813709335997101,112,91,136,142,164,204,219,227
1413813709438368699,108,93,86,193,196,207,218,224
1413813709540434203,111,87,124,117,164,186,202,215
1413813709643149380,100,80,137,106,150,173,191,205
1413813709745401773,107,110,113,141,165,177,192,204
1413813709848188442,126,87,161,99,147,167,185,197
1413813709950028465,116,91,156,148,171,179,190,198
1413813710052752537,111,84,164,147,174,183,193,200
1413813710155150290,108,83,106,143,195,325,275,250
1413813710257015656,87,139,104,130,165,241,245,243
1413813710359436456,127,95,122,110,147,199,219,230
1413813710462193798,112,92,80,185,186,202,215,224
1413813710564221527,111,94,150,113,159,183,200,213
1413813710663853461,112,75,160,118,155,176,193,205
1413813710766534485,7,119,136,142,167,180,193,204
1413813710871679038,123,79,142,121,158,175,188,199
1413813710970163350,106,102,142,144,168,180,191,200
1413813711072782340,112,83,162,114,156,173,187,197
1413813711175261241,108,90,69,133,184,317,268,245
1413813711277328148,36,80,102,100,147,227,235,237
1413813711379733478,95,158,128,132,159,200,219,227
1413813711482033669,116,91,85,147,166,190,207,218
1413813711584500538,111,94,101,137,166,183,199,210
1413813711686797798,112,86,128,150,174,186,198,208
1413813711789182767,111,78,143,113,156,176,191,203
1413813711891581576,59,163,100,90,139,163,179,195
1413813711990103454,143,88,136,132,155,171,184,195
1413813712092576828,112,86,136,145,166,177,188,196
1413813712194545678,108,87,69,197,221,339,283,254
1413813712297320240,111,84,124,130,170,245,250,247
1413813712399884359,15,95,116,123,158,205,224,233
1413813712502015402,117,96,81,120,149,184,205,219
1413813712604357253,110,90,107,100,140,169,191,206
1413813712706786742,111,95,153,146,165,178,192,205
1413813712809085806,111,78,172,146,171,182,194,203
1413813712911523750,47,91,60,202,200,198,202,207
1413813713013784111,91,138,164,141,180,192,201,207
1413813713116099146,114,91,141,117,163,181,194,204
1413813713218596108,107,79,82,177,208,333,281,256
1413813713320949931,122,93,146,115,160,240,246,246
1413813713423315380,108,68,61,134,160,205,223,233
1413813713521784428,60,171,130,131,160,189,208,221
1413813713624156031,127,89,113,144,168,185,201,213
1413813713726648719,112,98,109,146,171,185,196,208
1413813713829083796,110,79,115,117,158,177,191,205
1413813713931264647,109,79,117,180,189,192,199,205
1413813714033746986,26,159,156,81,146,170,187,198
1413813714136016453,121,84,106,114,171,311,264,242
1413813714238378334,111,88,137,186,190,251,250,244
1413813714340485287,111,84,132,128,164,209,225,234
1413813714443221301,111,83,120,150,172,197,213,223
1413813714545565793,47,82,157,116,158,181,200,213
1413813714647919967,116,94,76,105,146,170,188,203
1413813714750407798,107,87,116,101,143,164,184,198
1413813714852715562,111,95,158,109,149,166,182,193
1413813714954895921,111,74,136,173,182,184,192,199
1413813715057915764,77,86,106,140,172,182,193,200
1413813715159594727,80,139,153,133,192,325,277,251
1413813715262350726,116,95,145,125,165,240,246,244
1413813715360784775,123,78,81,113,149,199,219,228
1413813715462828696,112,99,154,106,146,179,201,216
1413813715565459005,111,69,98,103,144,168,189,205
1413813715668004733,43,159,56,182,184,188,197,206
1413813715770325646,119,79,136,115,160,178,191,203
1413813715872719239,111,91,108,121,156,173,187,199
1413813715974631837,110,86,105,151,173,182,191,200
1413813716077667741,107,91,156,123,163,178,190,199
1413813716179768430,60,82,169,114,177,314,267,246
