%time,field.ch1,field.ch2,field.ch3,field.ch4,field.ch5,field.ch6,field.ch7,field.ch8
1413813634085734212,242,220,303,265,286,391,334,303
1413813634189134681,244,241,278,255,264,321,312,302
1413813634290869331,227,219,280,262,262,290,293,293
1413813634393306002,250,218,308,262,262,274,280,283
1413813634495879638,245,251,211,281,272,272,273,276
1413813634598120465,245,218,297,262,267,267,268,269
1413813634700591694,277,238,293,262,266,265,264,266
1413813634802894466,246,220,309,264,268,264,262,264
1413813634905473549,245,223,296,251,265,262,260,261
1413813635007821749,241,241,268,261,265,262,260,260
1413813635106239782,243,224,301,260,286,392,335,305
1413813635208612112,245,247,230,288,278,328,317,305
1413813635311056570,245,223,284,262,266,295,299,296
1413813635413302268,222,250,290,262,264,277,283,286
1413813635515475536,251,233,289,260,262,269,272,276
1413813635618002226,248,250,294,254,260,262,265,269
1413813635720467913,245,227,288,260,264,262,262,264
1413813635822802296,242,245,278,260,264,261,260,262
1413813635925164764,248,250,272,284,275,267,263,262
1413813636028009244,297,225,271,262,288,394,336,306
1413813636126282663,249,246,278,262,268,323,314,303
1413813636229021534,253,243,314,260,264,292,297,296
1413813636331982292,244,251,271,258,260,273,280,284
1413813636432765355,243,226,296,261,262,266,271,275
1413813636535503118,240,263,277,262,264,263,265,269
1413813636637577728,253,219,289,276,273,267,265,266
1413813636740394230,245,220,296,257,265,264,262,263
1413813636842788653,245,221,280,259,265,263,261,261
1413813636945077876,224,233,304,261,265,262,260,260
1413813637047501492,243,250,270,264,287,392,335,305
1413813637149981381,246,226,291,258,264,320,313,303
1413813637252253260,248,246,293,257,260,289,293,294
1413813637354648785,253,237,277,270,266,276,281,284
1413813637456919820,245,221,297,257,261,267,270,275
1413813637558981917,249,222,272,256,261,262,263,268
1413813637661730184,241,228,303,256,261,260,260,263
1413813637760250563,253,242,262,274,266,262,260,261
1413813637862729345,249,243,268,257,263,260,259,259
1413813637964975298,246,250,277,258,261,259,258,258
1413813638067327412,219,230,277,264,287,392,335,304
1413813638169724493,249,250,292,254,264,319,313,302
1413813638271690993,297,220,296,256,260,288,293,293
1413813638374543606,250,246,281,256,260,272,278,282
1413813638476829601,225,235,238,273,265,268,270,274
1413813638579226656,246,249,271,258,262,262,264,268
1413813638681487138,298,242,266,258,261,260,260,263
1413813638783885411,250,221,304,265,266,262,260,261
1413813638886344638,245,253,270,253,262,259,258,259
1413813638988629765,248,226,293,256,262,259,257,259
1413813639091125414,245,249,282,257,283,389,333,302
1413813639193506960,241,222,252,276,269,322,313,302
1413813639291970826,249,249,281,257,262,292,295,293
1413813639394497411,245,226,265,256,259,272,279,282
1413813639496883703,248,240,293,260,262,266,270,275
1413813639599818943,275,238,278,253,258,260,262,267
1413813639702596361,253,221,291,254,259,258,260,262
1413813639803785980,250,217,284,258,260,260,258,260
1413813639906290585,248,221,247,267,268,262,259,259
1413813640008528009,277,243,263,257,263,262,258,259
1413813640110955785,253,239,287,257,283,390,333,303
1413813640213685630,247,252,279,264,268,322,313,302
1413813640315667339,249,218,292,256,258,288,293,292
1413813640417836564,295,250,274,256,258,272,278,282
1413813640520379981,248,219,294,258,259,264,268,273
1413813640622983430,248,239,236,274,270,266,266,269
1413813640725327220,248,218,279,258,264,262,262,264
1413813640823902398,248,227,288,256,262,261,260,261
1413813640925988765,245,236,279,256,261,258,258,259
1413813641028631478,246,225,282,257,278,388,331,302
1413813641130726389,248,243,263,257,259,317,310,300
1413813641233387428,246,222,288,256,257,287,292,291
1413813641335457904,295,246,251,273,266,276,280,283
1413813641437925314,249,231,269,258,263,267,270,274
1413813641540111918,233,246,294,257,262,262,264,268
1413813641642380633,249,227,275,257,262,260,260,264
1413813641744784113,245,242,282,257,259,258,258,260
1413813641847599392,249,239,282,258,262,258,257,258
1413813641950028551,246,234,267,257,261,258,256,257
1413813642052332370,246,246,272,275,293,394,336,304
1413813642154688814,245,221,264,252,266,320,312,301
1413813642257074660,243,241,267,256,261,290,296,293
1413813642359405871,253,264,296,255,260,273,279,283
1413813642458040850,245,246,259,258,256,262,268,273
