%time,field.ch1,field.ch2,field.ch3,field.ch4,field.ch5,field.ch6,field.ch7,field.ch8
1413813686977527271,128,119,181,147,178,187,197,205
1413813687079914540,131,116,91,144,175,185,196,204
1413813687182359905,85,99,187,133,191,324,276,253
1413813687284697160,132,107,167,137,168,244,247,246
1413813687387100836,131,131,85,226,212,235,241,244
1413813687486447659,180,114,159,134,175,204,220,231
1413813687589078209,56,207,163,154,179,198,213,224
1413813687690517369,142,123,156,173,188,198,209,218
1413813687792817535,131,128,128,156,181,193,205,214
1413813687894807122,130,101,175,139,173,187,199,209
1413813687997507721,127,182,145,139,169,184,196,206
1413813688099761162,132,105,108,223,236,348,291,261
1413813688202203740,131,112,158,112,168,247,254,251
1413813688304733938,131,94,153,169,183,222,236,242
1413813688407021636,189,106,188,197,203,219,229,236
1413813688509354541,127,123,152,159,187,204,217,227
1413813688611842043,131,106,160,162,189,200,212,224
1413813688713918542,72,134,158,170,192,201,210,218
1413813688812837835,181,111,92,173,189,199,207,215
1413813688914814032,132,131,153,126,167,186,198,210
1413813689016968544,130,116,127,170,184,194,202,211
1413813689119724578,125,211,141,233,247,357,298,267
1413813689222160221,131,107,154,157,191,264,264,260
1413813689324455316,131,128,160,166,188,229,244,249
1413813689426912994,129,101,203,163,185,211,227,237
1413813689529400119,137,210,81,137,170,193,211,224
1413813689631757545,127,132,166,141,173,189,204,216
1413813689734149154,132,120,124,133,166,182,198,209
1413813689836482856,126,114,77,222,213,207,210,215
1413813689939004098,141,198,161,158,188,199,207,212
1413813690041269882,127,121,136,161,187,200,206,212
1413813690143542014,129,111,200,166,212,338,288,262
1413813690246046594,113,115,152,153,181,254,257,255
1413813690344624243,141,112,169,170,187,225,239,245
1413813690446918025,130,122,143,138,170,200,218,230
1413813690549239414,131,124,54,177,187,201,213,223
1413813690651486836,72,109,181,132,171,189,204,218
1413813690753913108,172,129,132,150,179,190,201,211
1413813690856146127,130,115,176,158,182,192,200,211
1413813690958682128,132,124,161,138,171,185,197,207
1413813691061103820,54,135,160,150,176,186,197,206
1413813691163526328,135,131,156,142,196,327,278,254
1413813691265823488,160,116,100,155,177,248,250,248
1413813691364705467,131,121,165,108,152,201,223,233
1413813691470536055,40,171,184,129,154,184,207,220
1413813691572833464,138,120,171,146,167,183,200,213
1413813691671121873,131,110,165,114,152,174,191,204
1413813691773975805,131,100,162,173,181,187,197,205
1413813691876229952,39,191,174,173,192,196,202,208
1413813691978618614,135,119,150,159,184,194,202,208
1413813692081021648,129,127,158,132,171,187,197,206
1413813692183474139,162,104,182,135,191,325,277,254
1413813692285724763,45,232,117,202,204,263,260,254
1413813692387989319,133,109,189,97,154,206,227,237
1413813692490344059,128,129,160,160,177,200,217,228
1413813692592817508,130,90,176,166,179,195,210,219
1413813692695148940,88,257,188,169,189,197,208,216
1413813692797680375,128,119,153,139,173,188,200,211
1413813692900128948,131,130,157,140,171,185,197,207
1413813693002151866,131,106,63,234,222,212,213,215
1413813693104821931,133,128,176,114,192,328,282,257
1413813693207049427,132,128,161,164,186,254,257,253
1413813693309354865,131,113,189,175,191,227,240,245
1413813693411877596,131,110,158,126,168,197,218,230
1413813693510420737,140,128,118,137,167,189,205,220
1413813693612783440,130,131,220,131,167,185,201,212
1413813693714882976,132,111,38,210,202,201,207,214
1413813693817451762,127,111,137,139,177,191,201,210
1413813693919847419,139,117,187,145,176,189,200,210
1413813694022291707,127,129,139,199,203,204,208,213
1413813694124252464,129,128,152,125,190,326,280,256
1413813694226700601,128,108,172,129,165,241,248,248
1413813694328964189,144,130,157,153,173,213,229,237
1413813694431702348,132,113,69,177,186,206,219,229
1413813694530004889,132,131,164,170,190,203,214,223
1413813694633173183,161,94,154,138,174,191,205,217
1413813694735343600,142,130,69,220,214,211,215,220
1413813694838226171,133,105,161,129,176,192,204,212
1413813694943521421,131,120,168,149,177,191,201,210
1413813695042118459,106,98,153,170,187,195,203,211
1413813695144570524,174,115,132,164,208,336,285,260
1413813695246961998,130,126,182,170,191,257,259,255
1413813695349286760,131,100,144,138,171,216,236,242
1413813695451634704,77,110,84,204,201,215,227,235
1413813695554185538,142,110,140,108,159,187,206,222
1413813695656330428,168,124,125,126,164,181,199,213
1413813695758758404,131,123,161,171,186,191,202,211
1413813695861184736,68,151,123,146,175,188,198,207
1413813695963459339,143,105,167,164,184,193,201,208
1413813696062120443,129,132,185,169,190,198,204,208
1413813696164482835,128,98,108,175,214,338,286,260
1413813696266869046,56,201,128,129,170,247,253,251
1413813696368816092,134,107,177,139,166,212,230,238
1413813696471140208,130,107,173,170,182,204,218,229
1413813696573984883,167,110,111,138,169,189,206,218
1413813696675879395,56,165,181,159,182,193,206,215
1413813696778472831,132,127,161,162,187,195,204,212
1413813696881002818,131,107,129,219,215,213,215,218
1413813696983346162,131,118,125,146,186,199,208,214
1413813697085752920,103,142,172,154,185,196,206,213
1413813697188235665,128,134,139,178,218,341,289,263
1413813697290568686,131,123,144,119,167,246,251,253
1413813697392974832,131,106,174,153,174,216,233,241
1413813697495342161,80,135,160,165,179,202,219,230
1413813697597751114,166,120,144,185,192,205,215,225
1413813697696440040,131,132,151,171,192,203,212,222
1413813697798564488,131,94,131,138,175,191,203,213
1413813697900770406,140,151,136,222,218,214,216,219
1413813698003273737,127,119,153,136,180,196,206,214
1413813698105564603,132,130,171,135,171,188,201,209
