%time,field.ch1,field.ch2,field.ch3,field.ch4,field.ch5,field.ch6,field.ch7,field.ch8
1413813602639365267,511,557,571,583,556,531,507,493
1413813602741784834,514,554,572,584,557,531,505,491
1413813602844552665,510,556,572,588,556,530,505,490
1413813602946733055,509,550,571,584,558,531,505,489
1413813603045469058,540,551,564,582,568,602,545,510
1413813603147805206,514,550,575,574,555,564,536,512
1413813603250092207,511,551,571,580,555,548,527,510
1413813603352584148,510,552,575,579,552,538,519,505
1413813603454818821,509,549,568,578,551,532,512,499
1413813603556995798,542,553,571,580,554,530,508,495
1413813603659589480,511,548,568,582,554,529,505,492
1413813603761906900,508,549,567,579,554,528,503,489
1413813603864182065,510,549,573,581,554,528,503,488
1413813603966703773,509,549,571,580,566,601,545,512
1413813604069085504,511,550,573,580,555,564,535,512
1413813604172069596,511,550,563,579,551,547,525,509
1413813604273577456,511,550,567,580,554,538,518,504
1413813604372533237,511,549,567,580,553,533,512,499
1413813604474903222,510,549,571,576,551,528,507,494
1413813604581062921,511,549,569,578,551,527,503,490
1413813604679449006,511,549,567,578,550,526,502,487
1413813604781839637,511,550,569,577,551,525,500,485
1413813604884229351,509,551,563,575,550,524,499,484
1413813604986570109,512,550,568,574,564,598,542,508
1413813605089012112,511,551,567,580,554,562,533,510
1413813605191325002,512,552,570,579,552,546,525,507
1413813605293749100,510,551,562,580,552,537,517,503
1413813605396204527,512,554,567,580,552,532,511,498
1413813605498525561,539,546,570,578,551,528,506,493
1413813605600964732,513,555,575,574,549,525,502,489
1413813605699322157,510,551,572,580,553,527,501,487
1413813605801903546,513,547,571,580,553,526,501,486
1413813605903655264,508,551,576,575,551,525,500,484
1413813606006387219,512,548,565,580,564,598,542,507
1413813606108992222,511,551,573,577,552,561,533,509
1413813606211088350,512,548,569,577,550,544,524,506
1413813606313897726,506,549,580,575,548,534,515,500
1413813606416021231,537,549,570,578,549,529,509,496
1413813606518293429,511,550,572,576,549,526,504,492
1413813606620819954,511,550,569,577,549,525,502,487
1413813606723116066,511,546,569,581,551,525,500,486
1413813606825548051,506,549,568,577,551,525,499,484
1413813606927852873,537,546,569,576,551,525,500,484
1413813607030270715,508,546,570,571,561,597,541,506
1413813607132846050,507,549,570,582,552,560,531,508
1413813607231114649,507,549,568,576,550,544,523,506
1413813607333519563,509,549,569,575,549,534,515,501
1413813607435572714,538,549,572,577,551,530,509,496
1413813607538210571,507,550,569,577,551,527,505,492
1413813607640624981,504,546,569,576,550,525,502,488
1413813607742826759,510,550,569,581,549,524,500,486
1413813607845333639,509,550,568,577,550,524,499,484
1413813607947887425,537,550,569,577,550,525,499,484
1413813608050065099,503,549,569,578,562,597,540,505
1413813608152572505,510,550,573,577,556,561,533,508
1413813608254623967,510,550,568,577,551,546,524,507
1413813608357197719,512,555,564,575,549,535,516,501
1413813608459543503,507,551,568,580,547,529,509,496
1413813608558180507,511,549,563,577,549,526,505,492
1413813608660574451,510,550,568,576,549,525,501,488
1413813608762871971,507,547,569,577,550,525,499,486
1413813608865147497,533,551,568,576,552,526,499,484
1413813608967761800,512,548,565,577,552,526,500,484
1413813609069827074,507,548,568,576,561,599,540,505
1413813609172012109,508,548,568,581,550,560,532,507
1413813609274726264,506,545,566,576,548,543,523,505
1413813609377193303,505,549,568,576,548,533,514,500
1413813609479374911,507,554,570,574,548,528,508,495
1413813609582360861,508,549,568,577,549,526,504,491
1413813609684166712,510,549,562,577,549,525,501,488
1413813609786763275,511,550,568,575,549,524,500,485
1413813609888802490,538,547,568,583,552,525,500,484
1413813609991048814,512,549,572,576,563,598,542,508
1413813610093417466,511,549,568,579,554,562,533,510
1413813610196183638,512,549,570,574,549,544,523,506
1413813610298243289,509,549,568,580,550,536,516,502
1413813610397172806,512,549,565,576,549,530,509,497
1413813610499353501,511,550,568,580,549,527,505,492
1413813610601835370,512,550,568,578,549,525,502,489
1413813610704121865,510,549,568,577,550,524,500,486
1413813610806454154,510,550,564,576,550,524,498,484
1413813610908994334,511,550,574,579,549,523,498,483
1413813611011107291,511,550,568,580,563,599,541,507
1413813611113672553,510,552,565,576,552,561,532,509
1413813611216065485,510,551,563,574,548,543,523,506
1413813611318192028,537,552,567,577,548,534,515,501
1413813611418168968,511,550,568,576,548,529,508,496
