%time,field.ch1,field.ch2,field.ch3,field.ch4,field.ch5,field.ch6,field.ch7,field.ch8
1413813816855264632,97,2,12,1,81,119,149,170
1413813816953389555,62,65,74,5,79,116,144,164
1413813817056363493,84,46,41,1,75,112,140,160
1413813817160333910,57,70,58,2,78,113,140,158
1413813817260917536,55,42,2,83,117,133,151,164
1413813817363219792,60,67,60,110,163,297,248,225
1413813817465511363,73,60,47,49,115,202,213,216
1413813817567970244,52,57,37,69,116,170,192,205
1413813817670312651,68,79,69,58,113,151,178,192
1413813817772809193,123,71,35,41,104,138,164,183
1413813817875076540,69,56,52,82,123,145,165,180
1413813817977519785,65,71,117,107,139,154,171,182
1413813818079855482,2,102,85,37,112,140,162,177
1413813818182150451,80,63,43,45,109,138,159,174
1413813818284641210,65,50,44,49,108,136,157,172
1413813818387019703,61,70,54,8,109,270,233,218
1413813818489476921,7,119,41,2,81,178,196,205
1413813818588015877,74,50,44,98,123,166,186,201
1413813818690370963,65,37,4,102,134,160,180,194
1413813818792240869,64,89,92,45,110,143,167,183
1413813818895076188,21,115,36,71,121,145,166,180
1413813818997436135,75,63,89,78,125,147,163,179
1413813819099672632,60,51,36,69,122,145,163,177
1413813819201953429,124,49,82,68,120,144,163,176
1413813819304045724,41,93,93,99,160,299,253,229
1413813819406911898,69,74,90,4,91,191,208,215
1413813819509269966,61,68,9,78,117,168,191,204
1413813819611507320,69,36,140,53,111,151,176,192
1413813819714058089,58,90,2,9,88,129,159,179
1413813819812614961,64,55,55,6,81,120,149,170
1413813819914934807,56,46,49,52,103,130,152,168
1413813820017298172,63,8,13,158,161,162,171,179
1413813820119599460,96,72,65,68,131,152,168,179
1413813820222168617,60,56,44,90,136,155,170,180
1413813820324402708,47,46,63,70,149,294,251,229
1413813820426859244,64,43,40,4,97,190,208,214
1413813820529231323,72,71,59,2,78,145,178,196
1413813820631121004,60,76,101,56,103,141,169,187
1413813820734254093,60,50,10,3,79,122,152,173
1413813820836005265,60,65,49,115,136,147,164,177
1413813820938377740,80,71,120,68,126,146,164,178
1413813821041157599,54,83,6,114,144,157,170,179
1413813821143467502,51,58,66,69,128,150,168,180
1413813821245460096,60,31,36,46,112,141,162,176
1413813821348237183,49,67,1,170,194,320,265,238
1413813821450630155,64,37,85,51,124,214,225,227
1413813821553107052,51,72,71,81,127,179,202,214
1413813821651530942,63,16,86,125,151,176,195,208
1413813821753948976,56,97,83,3,95,139,169,189
1413813821856345846,69,49,67,54,107,138,163,181
1413813821958354056,52,40,40,56,111,137,159,176
1413813822061157943,60,5,23,10,90,124,150,169
1413813822163316744,44,110,61,61,111,135,155,170
1413813822265685601,70,63,128,40,104,132,154,169
1413813822368059540,57,50,2,2,104,266,230,214
1413813822470286611,65,10,73,1,81,176,195,202
1413813822572526340,68,90,72,27,87,146,174,191
1413813822675115371,74,41,9,163,158,170,184,194
1413813822777381760,49,50,69,88,138,160,177,190
1413813822880020554,68,18,60,94,138,158,174,187
1413813822978491121,30,92,2,125,154,166,178,189
1413813823080888798,70,56,51,14,103,139,164,180
1413813823183327318,52,74,66,67,120,144,164,178
1413813823285499544,57,28,65,10,90,127,154,171
1413813823388096438,48,88,49,2,105,266,233,218
1413813823490362667,62,41,86,44,101,187,202,209
1413813823592636945,56,57,88,89,123,167,189,201
1413813823695073931,5,39,2,33,100,144,170,187
1413813823797337389,68,67,84,14,123,147,169,184
1413813823899916513,66,41,6,80,123,146,165,180
1413813824001908591,102,63,14,80,125,146,165,178
1413813824104718638,3,10,20,32,104,135,157,173
1413813824206944986,70,56,53,43,107,135,157,172
1413813824305678720,56,76,45,94,153,292,247,224
1413813824411740772,51,87,16,33,103,194,209,213
1413813824510192110,6,22,84,23,91,156,183,197
1413813824612683284,69,54,121,8,82,132,164,183
1413813824714980724,53,66,57,2,75,119,150,172
1413813824817196424,65,60,64,83,115,136,156,173
1413813824919721189,57,27,96,81,125,142,160,173
1413813825022072637,92,70,21,29,101,131,156,169
1413813825124445984,69,39,41,73,121,142,160,172
1413813825226804462,56,63,73,79,121,144,160,174
1413813825329000818,2,10,2,18,117,271,235,219
1413813825431163964,135,62,39,79,124,202,212,216
1413813825533911930,61,55,86,57,115,167,191,203
1413813825636436716,56,67,73,102,135,161,183,197
1413813825738735143,2,108,24,87,132,156,176,191
1413813825837332301,86,63,68,79,129,152,172,183
1413813825940059135,64,61,96,60,119,145,166,181
1413813826043305069,60,71,17,42,107,137,159,175
1413813826145003858,3,115,11,45,103,134,157,172
1413813826246394753,93,46,9,77,121,142,159,174
1413813826348770330,100,47,52,79,148,287,244,224
1413813826451083311,51,74,2,71,123,204,215,217
