%time,field
1416504188712867009,159
1416504188738399030,160
1416504188757979262,160
1416504188778823113,160
1416504188803145784,159
1416504188823818662,158
1416504188848322525,160
1416504188868558202,159
1416504188889669828,160
1416504188914563699,157
1416504188934375586,161
1416504188955983177,157
1416504188978989907,160
1416504189000976672,160
1416504189024534271,162
1416504189044993164,162
1416504189065972500,158
1416504189090193432,161
1416504189110090442,160
1416504189135014306,160
1416504189155104664,159
1416504189176830557,161
1416504189200595651,159
1416504189221148236,160
1416504189242712213,160
1416504189266487971,160
1416504189286740092,164
1416504189310773679,157
1416504189331389447,159
1416504189356161029,162
1416504189376753119,164
1416504189397056831,163
1416504189421552013,161
1416504189442428337,160
1416504189462568849,161
1416504189487427374,161
1416504189507768646,160
1416504189532009853,158
1416504189552911144,156
1416504189573388348,160
1416504189597773952,161
1416504189618499424,160
1416504189638953401,163
1416504189663418215,160
1416504189683970059,159
1416504189708442119,161
1416504189728914512,160
1416504189749368339,160
1416504189774005007,159
1416504189794959889,159
1416504189818860169,160
1416504189838989595,160
1416504189860077162,159
1416504189884545765,162
1416504189905114286,159
1416504189925669979,161
1416504189950124359,160
1416504189970668640,160
1416504189994968335,163
1416504190014986063,158
1416504190036153052,160
1416504190060720157,160
1416504190080858598,161
1416504190101844746,163
1416504190126208641,158
1416504190146356289,160
1416504190171245520,161
1416504190191263193,161
1416504190212008199,160
1416504190236847165,160
1416504190257304761,159
1416504190277916284,160
1416504190301969356,158
1416504190322909012,160
1416504190347352478,163
1416504190367871833,159
1416504190388501022,160
1416504190413318349,160
1416504190433079902,161
1416504190458205634,159
1416504190478497148,161
1416504190498955374,159
1416504190523314237,161
1416504190543975680,161
1416504190564506160,161
1416504190589013861,160
1416504190609039896,159
1416504190634504688,159
1416504190654670522,160
1416504190675259394,161
1416504190699452708,162
1416504190720183597,162
1416504190740624274,161
1416504190764686456,163
1416504190785881932,160
1416504190810472722,160
1416504190830249143,158
1416504190850809421,159
1416504190875668448,159
1416504190896290240,159
1416504190916876171,164
1416504190941303510,155
1416504190962156416,164
1416504190985933326,159
1416504191006503830,161
1416504191027682696,160
1416504191051604379,162
1416504191072413636,159
1416504191096974803,161
1416504191117371751,160
1416504191138081627,162
1416504191162671284,162
1416504191182909698,158
1416504191203777131,160
1416504191227728602,160
1416504191248569460,161
1416504191273371964,160
1416504191293495051,163
1416504191314739444,157
1416504191338583236,160
1416504191358720596,161
1416504191383434754,161
1416504191403836808,160
1416504191424702683,162
1416504191448774993,160
1416504191469558457,160
1416504191494174118,161
1416504191514816465,159
1416504191534665226,160
1416504191559120863,159
1416504191579783514,159
1416504191600868726,160
1416504191625378186,160
1416504191645260327,154
1416504191669752583,159
1416504191694253504,159
1416504191711298843,161
1416504191735341192,160
1416504191756248538,164
1416504191780938859,161
1416504191801703956,160
1416504191821928939,160
1416504191846352875,161
1416504191866795020,161
1416504191887481984,156
1416504191911468640,159
1416504191932452923,160
1416504191956505944,160
1416504191977756952,160
1416504191998084317,159
1416504192022465306,160
1416504192042902966,161
1416504192063803249,161
1416504192087975700,160
1416504192108675323,163
1416504192133081449,159
1416504192153804471,160
1416504192174021867,160
1416504192198536579,160
1416504192218748076,161
1416504192239328855,157
1416504192264225828,159
1416504192284541837,161
1416504192308888348,161
1416504192329396298,161
1416504192349895221,161
1416504192374166893,159
1416504192395097419,159
1416504192419607130,160
1416504192439892144,161
1416504192460483281,160
1416504192485405391,157
1416504192506050150,160
1416504192526049717,160
1416504192550854858,160
1416504192570986028,162
1416504192595612503,159
1416504192616062396,159
1416504192636620894,161
1416504192661458052,160
1416504192682257075,161
1416504192702203768,160
1416504192727021376,159
1416504192746997976,160
1416504192771435403,161
1416504192792471313,161
1416504192812735711,162
1416504192837551440,160
1416504192858716598,159
1416504192878260197,161
1416504192903056647,161
1416504192923651057,159
1416504192948092012,158
1416504192968741742,156
1416504192988868411,160
1416504193013716555,160
1416504193033834887,161
1416504193058827165,161
1416504193078765254,160
1416504193099788981,160
1416504193123967236,161
1416504193144938570,161
1416504193166085401,163
1416504193189447101,159
1416504193210535450,159
1416504193234709170,160
1416504193254894403,161
1416504193279696330,160
1416504193300330616,158
1416504193320983242,161
1416504193345308463,161
1416504193365879367,160
1416504193386979422,160
1416504193410528497,159
1416504193431106630,158
1416504193455509052,160
1416504193475916959,159
1416504193497028581,160
1416504193521721998,160
1416504193541626335,159
1416504193562790806,161
1416504193586878215,164
1416504193607578139,160
1416504193631694489,161
1416504193652217312,158
1416504193672879991,159
1416504193698686800,161
1416504193718254193,160
1416504193742633970,160
1416504193763069820,161
1416504193783758654,158
1416504193808203689,159
1416504193828811693,160
1416504193849233492,160
1416504193873262296,162
1416504193893622322,159
1416504193918096846,162
1416504193938794229,161
1416504193959460178,161
1416504193983903024,161
1416504194004781477,159
1416504194025513679,160
1416504194050107090,162
1416504194070415872,160
1416504194094920727,162
1416504194115348424,159
1416504194135965611,159
1416504194160410936,160
1416504194180955192,160
1416504194202235697,160
1416504194226267560,162
1416504194246059171,159
1416504194270553226,160
1416504194291253411,160
1416504194311678843,160
1416504194336835324,161
1416504194357169193,158
1416504194381663073,160
1416504194402372739,160
1416504194422747336,160
1416504194446595608,160
1416504194467595076,162
1416504194487775538,159
1416504194512359106,161
1416504194532683439,160
1416504194557722324,162
1416504194578328085,160
1416504194598630282,158
1416504194623252117,160
1416504194643611890,160
1416504194664398446,160
1416504194688939227,159
1416504194709309128,159
1416504194733797967,160
1416504194754487567,161
1416504194774971547,161
1416504194799383762,164
1416504194819913305,161
1416504194840983908,159
1416504194864577042,160
1416504194885057183,161
1416504194909948724,160
1416504194930584238,164
1416504194951700545,158
1416504194975459229,159
1416504194995787576,160
1416504195016725800,160
1416504195041020008,160
1416504195062697637,160
1416504195086020233,160
1416504195106614623,160
1416504195128419019,160
1416504195151093251,161
1416504195172201951,162
1416504195196659859,159
1416504195217042926,164
1416504195238456622,160
1416504195262097028,160
1416504195282379947,163
1416504195306908425,159
1416504195327350420,159
1416504195347773592,160
1416504195372850207,160
1416504195393508903,161
1416504195418558096,160
1416504195438271565,155
1416504195458876759,160
1416504195483247896,160
1416504195503827948,159
1416504195524215364,164
1416504195548874148,158
1416504195568953686,160
1416504195593436481,161
1416504195614405655,160
1416504195634612727,161
1416504195659175373,158
1416504195679527223,161
1416504195704257564,160
1416504195724661167,161
1416504195745293247,159
1416504195770211864,164
1416504195790053919,159
1416504195811088126,160
1416504195835399442,160
1416504195856033762,160
1416504195880506776,160
1416504195900955301,159
1416504195921945536,161
1416504195945655304,157
1416504195966092157,161
1416504195987214243,162
1416504196011668057,159
1416504196032228059,160
1416504196056743167,160
1416504196077233185,160
1416504196098343364,163
1416504196122378584,160
1416504196142773306,159
1416504196163339032,161
1416504196187846502,160
1416504196208366699,160
1416504196232897658,161
1416504196253367316,158
1416504196274400565,160
1416504196298736787,160
1416504196318909552,160
1416504196339478489,163
1416504196363902501,161
1416504196385001729,159
1416504196408934308,160
1416504196429149799,161
1416504196449691179,160
1416504196474538504,159
1416504196495010808,159
1416504196519176885,159
1416504196539873115,161
1416504196560306656,160
1416504196584664207,162
1416504196605307768,159
1416504196626724647,162
1416504196650687679,160
1416504196670791933,161
1416504196695875058,161
1416504196716233042,158
1416504196736416461,159
1416504196760539556,163
1416504196781694250,161
1416504196802482990,162
1416504196826572053,162
1416504196846835017,157
1416504196871748853,160
1416504196891952688,160
1416504196913731652,160
1416504196937193435,160
1416504196957525163,161
1416504196978489487,160
1416504197002764465,160
1416504197023309458,160
1416504197047786310,163
1416504197067917515,158
1416504197088778529,162
1416504197114339331,161
1416504197133544433,161
1416504197158452883,161
1416504197178786051,162
1416504197200313474,159
1416504197223972653,161
1416504197244341712,160
1416504197268962354,160
1416504197289167162,162
1416504197310164530,162
1416504197334310611,160
1416504197354996073,160
1416504197379537465,160
1416504197399860150,174
1416504197420777170,160
1416504197445057141,160
1416504197466037495,161
1416504197486155917,161
1416504197510243546,160
1416504197530820060,160
1416504197555658486,159
1416504197576278499,159
1416504197596349342,160
1416504197620900296,161
1416504197642868915,162
1416504197661971305,161
1416504197686737346,160
1416504197706859977,161
1416504197731736820,160
1416504197752405227,162
1416504197772918067,164
1416504197797380726,159
1416504197818315548,160
1416504197842014832,161
1416504197862538827,160
1416504197883497513,162
1416504197907671157,160
1416504197928568594,159
1416504197949116568,163
1416504197973025608,160
1416504197994392082,160
1416504198018702958,158
1416504198038986729,160
1416504198059644547,160
1416504198083981366,160
1416504198104245062,163
1416504198125074088,162
1416504198149668070,159
1416504198170096955,160
1416504198194554217,160
1416504198215158469,160
1416504198235734903,162
1416504198260091958,158
