%time,field
1416504151130724909,181
1416504151155943042,182
1416504151176557187,181
1416504151197131145,181
1416504151221491718,181
1416504151242349179,180
1416504151262275701,185
1416504151287069164,180
1416504151307559378,182
1416504151331776656,181
1416504151352604011,182
1416504151373290071,185
1416504151397589280,182
1416504151417848491,180
1416504151442284329,181
1416504151463300279,180
1416504151483860436,181
1416504151508086039,178
1416504151528444148,180
1416504151550418700,181
1416504151573720444,181
1416504151594550558,181
1416504151618416495,183
1416504151639112089,182
1416504151660646579,179
1416504151684452435,182
1416504151704955423,185
1416504151725401446,185
1416504151749934069,180
1416504151770854914,181
1416504151794954640,181
1416504151815430768,182
1416504151835797677,181
1416504151860554538,180
1416504151880997389,183
1416504151905637139,182
1416504151925715646,183
1416504151946296776,181
1416504151971029922,183
1416504151991598233,181
1416504152015639102,181
1416504152036697849,181
1416504152057949828,182
1416504152082199495,183
1416504152101844318,180
1416504152126541679,179
1416504152146766527,182
1416504152167719569,182
1416504152192072988,183
1416504152212518383,179
1416504152232878347,180
1416504152257866341,182
1416504152278271202,181
1416504152302430664,182
1416504152323183698,184
1416504152343454480,185
1416504152367960242,182
1416504152388705478,181
1416504152409434143,182
1416504152434677681,184
1416504152453956736,181
1416504152478767539,181
1416504152499316811,181
1416504152519673037,181
1416504152543951874,181
1416504152564989548,181
1416504152585076619,181
1416504152610411063,181
1416504152630050996,180
1416504152654762759,183
1416504152675319248,184
1416504152696202272,182
1416504152720281934,180
1416504152741157591,181
1416504152766201301,181
1416504152786363026,180
1416504152806744593,180
1416504152831191858,180
1416504152851210869,182
1416504152871846382,181
1416504152896733608,182
1416504152916946814,180
1416504152941755673,182
1416504152962494801,180
1416504152982834554,182
1416504153007269049,182
1416504153027742500,185
1416504153047981460,181
1416504153072900147,181
1416504153093315997,181
1416504153117332721,181
1416504153138741561,183
1416504153159363764,179
1416504153183141177,182
1416504153203464812,181
1416504153224188891,183
1416504153248977573,179
1416504153269465512,181
1416504153293883783,180
1416504153315056281,181
1416504153335200771,181
1416504153359075824,182
1416504153379511709,183
1416504153404262927,180
1416504153424911275,180
1416504153445632221,181
1416504153469551048,183
1416504153490663036,185
1416504153511292716,179
1416504153535580819,181
1416504153555981380,181
1416504153580219170,185
1416504153600734836,181
1416504153621813238,180
1416504153646144244,181
1416504153666263091,182
1416504153687397248,181
1416504153711777281,184
1416504153732315694,183
1416504153756362385,181
1416504153777257707,181
1416504153798315928,182
1416504153822218719,182
1416504153843064588,181
1416504153863491223,180
1416504153887807265,180
1416504153908234997,181
1416504153933005298,181
1416504153953001389,181
1416504153978185571,180
1416504153998462337,181
1416504154019184251,181
1416504154043132655,181
1416504154064065131,182
1416504154088437691,184
1416504154108986151,180
1416504154129830628,180
1416504154154310987,181
1416504154174109098,182
1416504154195630493,182
1416504154219419786,181
1416504154239698241,183
1416504154264006049,181
1416504154285077159,182
1416504154305977783,183
1416504154330432844,185
1416504154350394145,181
1416504154370831354,180
1416504154395277335,182
1416504154416166323,181
1416504154440915145,183
1416504154460865781,180
1416504154482301507,182
1416504154506455778,181
1416504154526729100,182
1416504154547351829,188
1416504154571812103,180
1416504154592323730,181
1416504154616429887,181
1416504154637544450,181
1416504154658635997,181
1416504154682209992,177
1416504154702866914,181
1416504154727497544,183
1416504154747715360,181
1416504154768588011,182
1416504154792532030,182
1416504154813439629,181
1416504154834709510,177
1416504154858777945,181
1416504154879064079,182
1416504154903436303,187
1416504154923951644,180
1416504154944726225,180
1416504154968792937,181
1416504154989606548,181
1416504155010559827,182
1416504155034621347,181
1416504155055124861,180
1416504155079770008,182
1416504155100214649,181
1416504155120365028,181
1416504155144778661,185
1416504155165437657,185
1416504155187076844,181
1416504155211079456,181
1416504155230925410,182
1416504155255741901,179
1416504155276301197,179
1416504155296954951,183
1416504155321259893,182
1416504155341521333,181
1416504155366006984,181
1416504155386904636,185
1416504155407131158,180
1416504155431828995,181
1416504155452064159,181
1416504155472670363,182
1416504155497491389,183
1416504155517613699,181
1416504155542133623,182
1416504155563974782,181
1416504155584384253,182
1416504155608002680,205
1416504155628592429,177
1416504155649593204,181
1416504155673809025,181
1416504155694499998,181
1416504155718596498,182
1416504155738804731,182
1416504155760221390,180
1416504155784081228,183
1416504155804644764,181
1416504155826046974,183
1416504155850298770,184
1416504155870210328,181
1416504155894342413,181
1416504155915154316,181
1416504155939424684,181
1416504155960168658,181
1416504155980525711,186
1416504156005141837,180
1416504156025397951,186
1416504156050483205,182
1416504156070856995,182
1416504156091314190,185
1416504156115741684,181
1416504156136374075,181
1416504156156897885,184
1416504156181396120,181
1416504156201467249,184
1416504156226413664,179
1416504156246614688,180
1416504156267452304,182
1416504156291424707,181
1416504156312017594,187
1416504156332524144,180
1416504156357565259,181
1416504156378385967,182
1416504156402943260,180
1416504156423106754,181
1416504156443740553,182
1416504156468214673,181
1416504156487974267,184
1416504156509186467,182
1416504156533559272,180
1416504156554600469,181
1416504156578118523,180
1416504156599165088,182
1416504156619757694,180
1416504156643936946,181
1416504156664387680,185
1416504156684877287,184
1416504156709303008,181
1416504156729954327,181
1416504156754974724,181
1416504156775088696,182
1416504156795690793,181
1416504156820416318,180
1416504156840955793,181
1416504156865542824,184
1416504156885842105,182
1416504156906901990,185
1416504156930870069,180
1416504156951388777,182
1416504156971918137,180
1416504156996468758,182
1416504157017022190,181
1416504157041909652,182
1416504157061479946,180
1416504157082029710,182
1416504157106882443,181
1416504157127075674,181
1416504157147915094,183
1416504157172438235,181
1416504157193088111,181
1416504157217935411,182
1416504157238058303,181
1416504157259344295,181
1416504157283239328,181
1416504157303689325,180
1416504157324351695,182
1416504157348661492,179
1416504157369207207,182
1416504157394040085,187
1416504157414220011,181
1416504157435224655,181
1416504157459235957,182
1416504157479300401,181
1416504157504233917,183
1416504157524597980,180
1416504157545599763,181
1416504157570190141,182
1416504157590388910,181
1416504157611432392,182
1416504157635331534,181
1416504157655798872,181
1416504157680415539,181
1416504157700944566,181
1416504157722818966,181
1416504157746267127,184
1416504157766307682,180
1416504157788605511,181
1416504157811468782,181
1416504157832025316,182
1416504157856597638,182
1416504157876863814,180
1416504157901105203,180
1416504157922339512,181
1416504157942158816,181
1416504157967241690,188
1416504157987530247,184
1416504158008219032,180
1416504158033004602,180
1416504158052795276,184
1416504158077518711,182
1416504158098258928,181
1416504158118468264,181
1416504158143177687,181
1416504158163682759,181
1416504158188177922,181
1416504158208223203,186
1416504158229288309,180
1416504158253700489,182
1416504158274319309,181
1416504158294799405,182
1416504158319330860,182
1416504158339837075,181
1416504158364417339,181
1416504158384799391,183
1416504158404874742,181
1416504158429762933,182
1416504158450313166,179
1416504158470921735,179
1416504158495406307,180
1416504158515533253,181
1416504158540284170,182
1416504158560619158,184
1416504158581308093,182
1416504158605375466,182
1416504158626132203,182
1416504158647171877,181
1416504158671201745,183
1416504158692093273,179
1416504158716369530,182
1416504158736714771,181
1416504158757655179,183
1416504158782141908,180
1416504158802431693,184
1416504158827082794,182
1416504158847763509,181
1416504158867881525,182
1416504158892493131,181
1416504158913145257,182
1416504158933870990,180
1416504158958315432,181
1416504158978464313,181
1416504159003137298,182
1416504159023768131,182
1416504159044187169,180
1416504159068919464,179
1416504159089060376,181
1416504159109807126,181
1416504159134510896,180
1416504159155047130,185
1416504159179235051,180
1416504159199829446,182
1416504159220415703,181
1416504159244457017,181
1416504159265079000,184
1416504159285738176,179
1416504159310045614,180
1416504159331081419,183
1416504159355298953,181
1416504159375998676,184
1416504159396734476,180
1416504159421116778,181
1416504159441790463,182
1416504159465708538,182
1416504159486192683,176
1416504159508167020,181
1416504159531730111,180
1416504159552213248,181
1416504159573344855,181
1416504159596985576,182
1416504159618643743,185
1416504159642643533,182
1416504159662355017,180
1416504159683665575,182
1416504159707527072,181
1416504159727991182,181
1416504159749438093,180
1416504159773300603,179
1416504159794524729,181
1416504159819185607,181
1416504159838846487,182
1416504159862836806,180
1416504159883782818,183
1416504159904443523,180
1416504159928875613,183
1416504159949425727,181
1416504159970355286,187
1416504159994642558,180
1416504160014650144,182
1416504160039376455,181
1416504160059834306,181
1416504160080179797,180
1416504160104984716,179
1416504160125566668,181
1416504160150045012,181
1416504160170772208,182
1416504160191133946,183
1416504160215589093,182
1416504160236198938,180
1416504160256775929,181
1416504160280626551,180
1416504160301639570,182
1416504160326176396,183
1416504160347010149,184
1416504160367303817,181
1416504160391730635,181
1416504160412325867,181
1416504160432835124,179
1416504160456836809,181
1416504160477791841,180
1416504160501866090,181
1416504160523007324,181
1416504160543518205,183
1416504160567677316,183
1416504160588407418,181
1416504160608490009,181
1416504160633426250,177
1416504160653904056,181
1416504160678426220,186
1416504160699114959,182
1416504160719089575,182
1416504160743986828,181
1416504160764471871,181
1416504160788679291,181
1416504160809630505,180
1416504160830144708,180
1416504160854504314,181
1416504160874984429,181
1416504160895663587,182
1416504160920046961,183
1416504160940645260,182
1416504160965121495,181
1416504160985809145,179
1416504161006268772,180
1416504161030558892,187
1416504161050969589,181
1416504161071781731,180
1416504161096170181,181
1416504161116336551,181
1416504161141259203,179
1416504161161843029,179
1416504161182388312,184
1416504161206707657,181
1416504161226898247,182
1416504161247519307,181
1416504161272350927,185
1416504161292423164,179
1416504161317053378,181
