%time,field.ch1,field.ch2,field.ch3,field.ch4,field.ch5,field.ch6,field.ch7,field.ch8
1413812251400773787,184,188,204,216,225,235,245,252
1413812251502922404,181,185,203,216,226,232,239,246
1413812251605510388,184,191,208,220,230,233,238,243
1413812251707894344,174,183,202,217,229,232,236,240
1413812251810326089,183,194,208,221,231,233,236,239
1413812251912403442,170,183,202,218,230,232,235,238
1413812252025328276,189,198,213,230,259,372,317,287
1413812252122775947,168,184,202,217,231,295,291,283
1413812252221158767,196,199,209,220,229,264,272,274
1413812252322099264,168,184,203,217,226,245,257,263
1413812252428695417,200,201,211,222,230,239,247,255
1413812252532077593,172,184,203,218,229,235,242,249
1413812252640959194,185,198,211,223,232,235,240,245
1413812252727760426,179,183,203,218,230,233,237,242
1413812252830803099,183,197,210,222,233,235,237,241
1413812252940485354,187,182,202,218,230,233,236,239
1413812253050300523,182,181,204,225,255,371,316,288
1413812253149303921,189,182,199,215,230,294,290,283
1413812253240347908,188,164,190,208,221,257,270,272
1413812253344598831,184,185,196,210,221,241,253,260
1413812253471186335,203,140,175,199,214,228,239,249
1413812253547149969,188,191,195,207,219,226,235,243
1413812253650031148,223,199,209,218,227,230,235,240
1413812253748360252,178,182,203,216,227,229,233,238
1413812253854156709,232,204,214,224,233,234,236,239
1413812253957584580,175,183,206,228,256,371,316,286
1413812254078198796,238,200,212,224,236,298,293,284
1413812254184762942,180,182,202,217,228,263,272,274
1413812254276262553,232,199,209,222,230,248,258,264
1413812254363180145,183,183,202,217,227,238,247,256
1413812254465502724,224,194,208,221,230,237,242,249
1413812254566564204,187,183,202,217,229,234,239,245
1413812254672677366,193,186,203,218,230,233,237,242
1413812254774157497,183,184,201,216,229,232,235,240
1413812254880354501,217,166,192,211,225,228,233,238
1413812254988405254,186,183,202,222,252,368,314,285
1413812255101562493,244,130,171,197,218,285,285,279
1413812255187021225,183,182,191,204,216,253,265,268
1413812255285995158,258,95,149,181,202,227,243,253
1413812255385626028,188,181,186,198,210,223,235,244
1413812255489108061,254,70,136,172,195,210,221,233
1413812255588338744,185,186,181,194,207,214,223,231
1413812255702343851,242,71,130,167,193,204,214,223
1413812255804769645,185,190,183,193,206,211,218,224
1413812255899926217,225,83,141,173,196,205,213,220
1413812256001892644,182,183,187,205,233,355,300,272
1413812256104830880,200,193,199,208,219,282,278,271
1413812256210435084,184,183,197,209,218,251,261,263
1413812256303093658,181,167,191,207,217,236,247,253
1413812256410742443,183,183,197,210,222,230,239,246
1413812256508928901,169,136,174,198,214,224,232,239
1413812256613210107,182,183,192,206,219,225,231,237
1413812256722723292,280,95,151,183,206,215,224,231
1413812256815344775,187,178,184,198,213,218,224,229
1413812256914115879,268,64,132,170,196,207,218,224
1413812257015888936,185,179,183,202,235,354,301,274
1413812257119355580,239,59,129,166,194,266,269,266
1413812257220649506,185,184,182,192,203,240,252,257
1413812257328546453,216,84,139,171,191,217,232,243
1413812257425476468,185,183,183,194,205,216,227,236
1413812257527685455,187,114,156,182,200,210,221,230
1413812257642282649,186,182,188,199,211,216,222,228
1413812257758189959,178,146,172,193,209,214,220,226
1413812257834805333,184,186,190,203,215,219,223,227
1413812258050084264,184,182,201,219,248,364,308,279
1413812258142645394,161,179,198,211,225,288,284,276
1413812258248706424,184,183,199,213,222,256,265,268
1413812258348107029,165,183,199,213,222,240,251,258
1413812258445173386,182,183,200,214,224,234,243,249
1413812258552625359,241,64,137,177,202,217,228,238
1413812258649890619,187,186,188,200,213,221,228,235
1413812258755271563,218,89,144,177,200,211,220,228
1413812258854864893,185,187,188,199,212,216,223,228
1413812258967594146,182,129,167,197,233,354,301,274
1413812259062273453,185,197,197,206,219,281,279,272
