%time,field.ch1,field.ch2,field.ch3,field.ch4,field.ch5,field.ch6,field.ch7,field.ch8
1413812342067773358,124,85,129,159,179,192,201,208
1413812342169132535,94,88,134,169,210,337,285,262
1413812342272558219,133,76,126,158,184,255,259,256
1413812342374185129,94,87,130,158,179,222,238,244
1413812342476817924,141,67,121,154,177,203,221,231
1413812342578519205,95,86,128,158,179,197,212,223
1413812342682345693,132,59,116,151,176,191,205,218
1413812342787012303,99,86,127,157,180,192,203,213
1413812342885736991,119,46,110,148,175,188,200,209
1413812342990261740,95,91,126,155,179,190,200,208
1413812343096483568,104,57,113,156,202,331,282,256
1413812343202342735,97,89,126,155,180,252,255,252
1413812343296666781,92,72,119,151,174,218,234,241
1413812343397816996,97,88,128,157,176,203,220,230
1413812343503167074,78,68,122,153,177,195,210,222
1413812343606738885,97,89,130,159,180,191,208,216
1413812343701222523,122,80,127,160,181,192,204,213
1413812343803199410,93,93,131,162,183,193,203,211
1413812343911840849,122,88,129,161,184,194,203,210
1413812344008430712,95,87,131,161,185,194,203,210
1413812344125238171,106,92,137,171,213,338,287,260
1413812344215633392,92,88,131,161,186,258,260,255
1413812344321815820,102,88,131,160,181,223,240,246
1413812344421351227,99,87,131,160,181,207,224,234
1413812344527072178,93,55,114,151,175,195,211,223
1413812344622212398,98,87,128,157,180,193,207,217
1413812344724506081,85,57,114,150,176,189,202,212
1413812344826740658,98,87,127,157,180,191,202,210
1413812344929449151,77,65,118,152,178,189,199,209
1413812345035493778,97,91,131,159,182,192,201,209
1413812345157948050,77,76,128,165,208,335,284,259
1413812345233992381,97,95,131,162,185,256,258,254
1413812345341463725,84,83,128,158,180,222,238,243
1413812345443669256,94,99,136,163,182,207,223,233
1413812345547779301,95,87,132,161,182,199,214,225
1413812345646153855,97,100,132,159,184,196,209,219
1413812345744748080,89,90,132,162,184,195,206,215
1413812345846701066,96,88,132,162,184,195,205,213
1413812345955320911,80,96,132,162,185,195,204,212
1413812346051355125,94,89,132,162,185,194,203,211
1413812346163338716,78,97,136,171,212,338,287,261
1413812346260448249,93,88,134,162,187,258,261,257
1413812346358795542,82,88,134,161,182,224,240,246
1413812346464606246,98,88,135,162,182,207,224,235
1413812346567333941,90,88,132,162,183,200,215,226
1413812346666195162,98,91,134,163,184,197,210,219
1413812346775876953,96,92,134,163,185,196,207,216
1413812346867097187,101,96,136,164,187,196,206,214
1413812346969001630,98,84,130,161,185,195,205,212
1413812347072942582,100,99,137,164,187,196,205,212
1413812347176625303,94,89,136,172,213,339,288,262
1413812347281259591,94,101,137,165,188,259,261,257
1413812347378918050,72,93,134,163,183,226,241,247
1413812347490931511,96,107,141,166,184,210,226,236
1413812347587622047,78,92,135,164,184,201,216,227
1413812347688546922,98,99,139,166,187,199,211,221
1413812347787980669,77,92,134,164,186,197,206,217
1413812347898250510,101,100,138,166,188,197,207,215
1413812347995336509,88,92,135,164,187,197,206,213
1413812348101371545,106,99,142,175,215,340,289,262
1413812348197382451,93,91,134,163,188,259,261,257
1413812348302620648,102,100,139,165,185,227,242,247
1413812348400430992,106,92,134,163,183,209,226,236
1413812348501279486,102,116,147,171,189,204,218,228
1413812348604360203,107,93,138,167,187,200,212,222
1413812348706821718,102,127,156,177,194,202,212,219
1413812348917765431,100,142,161,181,198,205,211,218
1413812349013257727,97,99,140,170,193,202,210,216
1413812349115620702,97,143,169,193,227,349,296,267
1413812349221826587,98,96,142,172,196,266,267,262
1413812349342484488,100,136,160,181,197,236,250,253
1413812349433298093,79,96,142,171,190,216,232,241
1413812349533788385,109,128,155,179,195,210,223,233
1413812349634904617,94,97,141,171,191,204,216,226
1413812349732914460,112,121,152,175,195,204,214,222
1413812349829143146,94,96,140,170,192,201,211,219
1413812349930491533,121,108,143,171,192,201,210,217
1413812350054694048,100,96,138,167,190,200,208,215
1413812350135435151,126,92,139,175,216,342,291,264
1413812350240351502,97,95,136,164,189,260,263,258
1413812350347955087,101,80,129,160,182,225,241,247
1413812350452710472,96,96,134,162,182,208,226,235
1413812350546651769,102,68,122,155,179,198,214,226
1413812350647152552,99,95,133,161,182,196,209,220
